hexID,slope_IC,NO,NumSpecies,LAT,LON,country,GDP,BC20,AC,AS,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,BC9,BC10,BC11,BC12,BC13,BC14,BC15,BC16,BC17,BC18,BC19,dx,dxx,dy,dyy,EL,BC21,HF,PC,RO,SL,TC,TP,TR,BD,CL,OC,pH,EC,CN,N2,BM,geometry
18847,0,0,0,58.41054921,78.00001146,Russia,12285.6585,7212,0.67959404,0.101111814,-3,77,171,12851,225,-223,448,157,-105,172,-183,543,81,18,44,236,55,215,89,0.000320816,1.19E-05,0.001178347,9.67E-07,116.5625,727,0,4.77E-06,1.3125,0.08829917,8.14E-06,0.0859375,0.3828125,,,,,,,,9,78.00001146|58.41054921
12239,0,0,0,23.33894727,-12.74998854,Morocco,3335.554725,117,0.679916441,0.606735468,260,132,432,5472,420,116,304,326,263,341,182,52,20,0,128,46,0,14,9,0.00469362,1.24E-05,0.006094878,-1.29E-05,279.4375,3327,0,-1.37E-05,5.5625,0.470032364,1.32E-05,-0.046875,1.546875,1.44,22,18.53,5.9,0,11,1.56,6,-12.74998854|23.33894727
16599,0,0,0,23.33894727,47.25001146,Saudi Arabia,22792.6257,303,0.680512726,0.47147128,268,129,366,7756,440,86,354,256,362,364,154,87,24,0,110,69,0,0,34,0.002860193,6.43E-06,0.003656925,4.30E-06,623.4375,3257,4.251703739,9.30E-06,4.1875,0.319776207,-1.67E-06,0.1953125,1.4296875,,,,,,,,6,47.25001146|23.33894727
19062,0,0,0,50.61730732,81.00001146,Kazakhstan,10597.26442,3478,0.680520952,-0.717903316,33,102,226,12670,259,-191,451,196,-139,196,-139,369,55,17,36,150,51,150,51,-0.0126116,3.83E-06,0.007686015,1.55E-06,434.4375,1080,7.847951889,2.55E-06,7.1875,0.644316375,2.84E-06,0.0625,2,,,,,,,,6,81.00001146|50.61730732
21629,0,0,0,64.90449316,116.2500115,Russia,12285.6585,4615,0.681000054,0.523952484,-92,74,124,18470,216,-379,596,141,-237,157,-344,223,47,5,76,131,16,129,26,0.013148627,-8.14E-05,0.00766877,-3.44E-05,277.3125,565,0,-6.32E-05,7.25,0.635459661,-5.25E-05,-0.9921875,2.5703125,,,,,,,,9,116.2500115|64.90449316
16063,0,0,0,46.72055284,39.75001146,Russia,12285.6585,5331,0.682020485,-0.552265346,106,83,236,9580,294,-59,353,201,130,236,-22,557,66,34,21,185,106,136,123,-0.004610733,2.46E-06,0.00546483,-5.83E-06,33.5625,1114,12.50788498,1.18E-06,4.6875,0.405604184,-4.55E-06,-0.09375,1.65625,,,,,,,,6,39.75001146|46.72055284
16322,0,0,0,11.574942,43.065464,Djibouti,2370.416555,589,0.682138443,0.611145079,298,72,391,3670,399,214,185,286,343,347,250,193,45,0,72,110,10,12,54,0.017052995,-1.09E-05,0.0221029,7.30E-05,76.5,2628,30.36950111,6.33E-05,18.875,1.721649528,-1.51E-06,1.2421875,5.8984375,,,,,,,,6,43.065464|11.574942
18573,0,0,0,54.51398033,74.25001146,Russia,12285.6585,3885,0.682444096,0.013997687,21,88,191,13319,252,-208,460,194,-104,194,-161,350,58,13,48,161,40,161,59,-5.79E-05,5.72E-07,0.000370572,-9.68E-07,88.0625,913,15.17137146,-6.38E-06,0.5,0.034122895,5.98E-06,-0.015625,0.125,,,,,,,,6,74.25001146|54.51398033
16451,0,0,0,63.60574824,45.00001146,Russia,12285.6585,9732,0.682749271,0.627379477,9,64,168,10417,212,-169,381,143,-83,158,-131,551,71,24,35,212,72,200,99,0.02070627,4.29E-05,0.010899679,-7.73E-06,130.875,588,7.47699213,2.51E-05,9.3125,0.864931703,1.01E-05,0.015625,2.75,,,,,,,,9,45.00001146|63.60574824
15275,0,0,0,-18.23005382,29.25001146,Zimbabwe,1435.750795,3200,0.682941854,0.468782127,220,109,490,3022,323,100,223,240,185,257,167,699,174,0,110,502,0,200,1,0.006169187,-1.16E-05,0.007589241,3.53E-06,908.25,2212,6.626165867,4.61E-06,8,0.65694195,-1.27E-05,-0.140625,2.578125,,,,,,,,3,29.25001146|-18.23005382
14462,0,0,0,-6.538778013,18.00001146,"Congo, Dem. Rep. of the",485.2785771,11476,0.683606744,0.104900822,214,66,531,370,277,152,125,209,214,220,209,1628,226,12,55,663,44,352,663,0.009120738,-3.08E-05,0.025194714,-3.79E-05,930.8125,1437,4.250116825,-8.19E-05,24.125,2.047667742,1.33E-05,-1.3671875,7.3828125,,,,,,,,3,18.00001146|-6.538778013
22117,0,0,0,58.41054921,123.0000115,Russia,12285.6585,7594,0.683607459,0.652626693,-54,77,141,16462,223,-321,544,167,-179,167,-285,369,66,9,64,188,31,188,44,0.019631153,-4.21E-05,0.013062815,-2.32E-05,573.5,616,0,-6.11E-05,11.3125,0.976908565,-4.16E-06,-0.703125,3.09375,,,,,,,,9,123.0000115|58.41054921
24270,0,0,0,-11.49455876,153.4485518,Papua New Guinea,2527.039526,17782,0.683666945,0.110045746,261,11,326,789,277,243,34,270,248,270,248,2173,288,92,38,835,289,727,289,0.008799225,-0.000116947,0.061563,-9.85E-05,160.375,1751,4,-0.000199759,71.9375,5.295165539,-1.35E-05,-4.2265625,22.5234375,,,,,,,,1,153.4485518|-11.49455876
725,0.997913279,3698,80,-14.302202,-170.798024,American Samoa,13445.82637,23789,0.683730721,0.010562937,250,12,468,435,263,237,26,254,245,255,243,5454,616,300,24,1829,920,1593,938,-0.008619581,0.000185564,0.144791216,0.000411708,320.75,1465,,0.000406308,109.375,9.922092438,0.000177004,11.71875,36.796875,,,,,,,,1,-170.798024|-14.302202
17746,0,0,0,29.83397585,63.00001146,Afghanistan,532.0188707,177,0.683837593,-0.097357683,235,137,351,8637,426,37,390,123,300,347,108,61,18,0,117,44,0,4,41,-0.00523819,-2.49E-05,0.017489899,-8.40E-06,771,2767,1.058672667,3.01E-05,17.3125,1.463179111,-6.34E-05,-0.546875,5.734375,,,,,,,,6,63.00001146|29.83397585
7338,0.999968623,230641,121,33.73095063,-80.24998854,United States,59704.09773,7471,0.683853447,0.574681818,175,84,303,6822,305,27,278,264,145,264,80,1201,149,64,25,430,200,394,276,0.003560756,1.68E-06,0.003448509,7.02E-06,40,1596,13.50649071,7.33E-06,4.6875,0.293304741,1.37E-06,0.1640625,1.6484375,1.35,26,12.23,5.3,0,12,1.09,5,-80.24998854|33.73095063
20895,0,0,0,-1.799547959,106.0142918,Indonesia,3788.369479,19179,0.684630334,-0.376844406,268,28,723,329,289,250,39,262,271,272,262,2784,403,123,37,1147,397,573,1147,-0.009672841,-5.23E-06,0.012921051,-1.71E-05,22.6875,1523,16.93166733,-2.48E-05,13.4375,1.076574087,2.46E-06,-0.4453125,4.4296875,,,,,,,,1,106.0142918|-1.799547959
13504,0.999741602,3992,40,52.79630054,4.783847002,Netherlands,51826.43268,11171,0.685009122,-0.368606925,102,33,193,4834,193,21,173,93,106,172,37,789,90,41,26,270,133,222,156,-0.001501017,-2.64E-06,0.001718601,1.36E-06,0.875,728,27.68330002,-1.79E-06,1.8125,0.138750643,5.10E-07,0.0078125,0.6328125,,,,,,,,4,4.783847002|52.79630054
14084,0.99998996,40224,249,2.554485238,12.75001146,Cameroon,1515.437753,13829,0.685040712,0.632428169,222,46,639,633,262,191,71,218,223,231,213,1814,320,44,55,873,139,582,262,0.06605763,0.000149617,0.09349864,-0.000116004,702.3125,1173,3.251601934,-0.000205108,84.375,6.93979311,0.000242623,0.703125,25.875,1.35,26,20.54,5.9,0,11,1.85,1,12.75001146|2.554485238
14158,0.999984632,84729,48,53.21509958,13.50001146,Germany,45845.2,7030,0.685411274,-0.351868957,88,64,259,6534,223,-23,246,149,3,179,3,536,62,30,21,176,100,164,100,-0.005107967,-6.99E-06,0.008053266,-4.84E-06,76.5625,793,9.551265717,-6.96E-06,8.125,0.584160388,-4.88E-06,-0.1484375,2.6953125,,,,,,,,4,13.50001146|53.21509958
12201,0,0,0,65.52948752,-13.7590882,Iceland,59584.16094,22505,0.68602699,-0.719771266,42,26,212,3506,111,-13,124,55,67,99,6,1033,137,55,29,388,169,213,252,-0.112886526,-0.000307568,0.041569319,-2.63E-05,23.6875,548,8.474827766,-0.0003273,40.4375,3.604874134,6.59E-07,-1.6015625,10.7734375,1.42,14,27.78,5.1,0,14,1.95,9,-13.7590882|65.52948752
22912,0,0,0,-0.776039,134.004903,Indonesia,3788.369479,16307,0.686713636,0.714242995,267,21,686,207,282,251,31,267,267,269,264,2638,342,124,36,1004,376,392,474,0.099486344,-0.000120293,0.096009947,-1.47E-05,58.8125,1593,14.76347065,-0.000174708,89.9375,7.922008991,4.47E-05,-2.71875,24.546875,,,,,,,,1,134.004903|-0.776039
13231,0,0,0,51.9162083,0.750011459,United Kingdom,43085.45204,7169,0.687064826,0.707397819,103,49,278,4454,201,25,176,91,58,169,46,520,53,32,12,153,106,135,107,0.036022265,3.80E-05,0.02221035,4.07E-06,44.25,775,34.45947266,3.40E-05,20.4375,1.82801795,8.02E-06,0.375,5.6875,,,,,,,,4,0.750011459|51.9162083
21346,1,445,3,37.62788721,112.5000115,China,8599.066028,2949,0.687086999,-0.062816404,111,101,254,10185,294,-103,397,235,-40,242,-40,451,115,3,100,331,9,283,9,-8.50E-05,2.46E-06,0.001756923,1.56E-06,768.9375,1447,19.25244904,4.04E-06,2.5,0.14395988,-5.17E-07,0.0625,0.9375,,,,,,,,4,112.5000115|37.62788721
11221,0,0,0,68.8005379,-26.99998854,Greenland,49856.71957,17296,0.687568009,-0.713266492,-55,38,170,7006,72,-154,227,-132,16,47,-132,633,68,33,22,199,105,154,199,-0.068373047,-5.89E-05,0.025818823,-3.66E-05,305.5625,376,0,-9.01E-05,23.5625,2.069650173,-4.72E-06,-0.8984375,6.1640625,1.3,15,26.43,6.4,2,13,1.71,9,-26.99998854|68.8005379
20102,0,0,0,62.3069786,95.25001146,Russia,12285.6585,10391,0.688043058,0.487156987,-65,70,132,15552,203,-325,528,132,-177,146,-286,549,84,20,40,222,68,165,97,0.020963984,-2.32E-05,0.020390218,8.89E-06,570.375,532,0,9.86E-07,15.0625,1.375146985,-1.53E-05,0.078125,4.9375,,,,,,,,9,95.25001146|62.3069786
6430,0,0,0,81.37121,-93.5,Canada,48579.06446,1111,0.688837469,-0.692860305,-200,32,74,14919,30,-400,430,10,-367,14,-371,128,30,3,84,85,9,62,10,-0.151720196,0.000547062,0.023036921,1.81E-05,31.6875,926,,0.000467642,21.3125,1.909404159,8.27E-05,0.6171875,5.8828125,,,,,,,,9,-93.5|81.37121
14523,0,0,0,10.34870117,18.75001146,Chad,802.5122735,3432,0.688902259,0.436230183,270,96,469,2269,376,172,204,249,267,312,249,805,215,0,113,617,0,54,617,0.004759344,1.14E-05,0.005526168,4.12E-06,410.25,2496,3.250182629,7.12E-06,5.125,0.46225059,8.41E-06,0.3046875,1.5234375,1.14,41,27.4,5.4,0,14,1.83,3,18.75001146|10.34870117
14491,1,15254,10,68.8005379,18.00001146,Norway,88001.95656,20321,0.688966453,-0.627592683,-6,53,190,7823,142,-137,279,15,18,104,-105,795,100,37,26,284,117,214,203,-0.22045216,-0.000681943,0.109091237,8.89E-05,570.5625,462,2.313990116,-0.000398973,92.1875,8.183579445,-0.000165809,-0.0078125,27.7421875,,,,,,,,9,18.00001146|68.8005379
12851,0,0,0,55.81284961,-4.499988541,United Kingdom,43085.45204,18685,0.689671576,-0.405512691,86,51,317,3892,176,16,160,39,92,143,38,1413,155,72,25,459,220,322,371,-0.039955422,9.77E-06,0.070191391,1.24E-05,150.375,732,37.00028229,-3.35E-05,48.375,4.558218956,5.50E-05,0.3125,15.46875,,,,,,,,4,-4.499988541|55.81284961
23426,0,0,0,61.00818728,141.0000115,Russia,12285.6585,6491,0.689761639,0.112893134,-85,70,137,16241,184,-326,510,123,-216,131,-300,346,70,6,74,192,20,186,29,0.085598804,-0.000258298,0.083360143,-0.00018382,780.6875,577,0,-0.000458865,63.6875,5.58920145,3.19E-05,-4.9453125,18.1953125,1.34,32,25.54,5.8,0,12,1.62,9,141.0000115|61.00818728
9394,0.852285714,392,106,-5.239741489,-51.74998854,Brazil,10016.80197,13462,0.689866245,-0.179883301,251,48,592,495,299,219,80,245,255,259,244,1790,311,23,71,907,80,89,864,-0.008389113,-8.20E-06,0.028146146,4.36E-05,188.625,1329,0,4.39E-05,24.75,2.059937477,-8.55E-06,0.703125,8.109375,1.29,37,14.54,5.3,0,12,1.33,1,-51.74998854|-5.239741489
23746,0.997746835,3967,48,43.20075164,145.2476866,Japan,40746.26067,13287,0.690018117,0.35500589,69,35,138,7398,197,-58,255,170,-35,171,-35,1087,154,37,37,435,124,365,124,0.00885929,-3.34E-05,0.009046171,-5.06E-06,49.6875,818,16.00397301,-2.74E-05,10.375,0.769252956,-1.10E-05,-0.4609375,3.5546875,,,,,,,,5,145.2476866|43.20075164
19724,0,0,0,71.3976804,90.00001146,Russia,12285.6585,10710,0.690169513,-0.428657711,-103,58,125,14252,157,-304,461,105,-85,105,-274,373,44,20,23,129,62,129,83,-0.042213839,0.000187238,0.017644426,-1.10E-05,49,340,0,8.71E-05,16,1.534584999,8.95E-05,0.1640625,5.2109375,,,,,,,,9,90.00001146|71.3976804
20814,0,0,0,71.3976804,105.0000115,Russia,12285.6585,8087,0.690170288,0.705392778,-132,58,116,15786,145,-356,501,90,-326,92,-326,286,49,10,59,147,30,136,30,0.088956602,-1.32E-05,0.028264688,-1.41E-05,388.1875,335,0,-5.79E-06,26.5,2.331748486,-2.14E-05,-0.3125,7.078125,,,,,,,,9,105.0000115|71.3976804
20047,0,0,0,61.00818728,94.50001146,Russia,12285.6585,9220,0.690204442,-0.69926697,-51,73,140,15101,209,-311,520,76,-248,152,-270,626,88,23,38,240,78,185,104,-0.092674732,-4.84E-05,0.046475708,-3.29E-06,470.6875,582,1.87E-06,-4.66E-05,42.375,3.774755955,-4.32E-06,-0.296875,11.90625,,,,,,,,9,94.50001146|61.00818728
4461,0,0,0,63.60574824,-119.9999885,Canada,48579.06446,4976,0.69027555,0.513970673,-48,78,158,14911,207,-284,491,141,-240,150,-249,292,43,13,42,129,41,117,48,0.025920343,-2.05E-05,0.016585004,-1.91E-05,359.3125,657,0,-3.44E-05,13.375,1.211633921,-5.20E-06,-0.46875,3.953125,,,,,,,,9,-119.9999885|63.60574824
21838,0.998606557,3831,11,41.52477935,119.2500115,China,8599.066028,3224,0.690401256,0.377520263,77,97,223,11801,279,-158,437,224,-96,226,-96,431,124,2,109,322,6,317,6,0.004402758,1.93E-05,0.005942519,9.73E-06,573.3125,1408,22.05074692,1.38E-05,5.8125,0.487724274,1.52E-05,0.4140625,1.9921875,,,,,,,,4,119.2500115|41.52477935
22498,0,0,0,57.11170632,128.2500115,Russia,12285.6585,10517,0.690738142,0.075907946,-96,76,141,16659,176,-366,542,124,-301,124,-330,644,137,7,84,388,24,388,34,0.005754848,0.000255612,0.107857801,0.000215007,1293.25,549,0,0.00017549,68.4375,6.786040783,0.000291682,5.8671875,25.1015625,1.41,27,10.11,7.7,3,10,1.6,9,128.2500115|57.11170632
9857,0,0,0,64.90449316,-45.74998854,Greenland,49856.71957,28916,0.690862656,-0.718815029,-182,56,211,7547,-37,-301,265,-80,-272,-72,-272,298,41,14,39,121,44,109,44,-0.003485083,4.28E-06,0.001412668,7.72E-07,2510.6875,340,0,4.13E-06,1.3125,0.118026726,9.24E-07,0.03125,0.34375,1.3,15,26.43,6.4,2,13,1.71,,-45.74998854|64.90449316
9607,0,0,0,-18.23005382,-48.74998854,Brazil,10016.80197,9155,0.691038072,-0.055411682,243,83,568,1403,310,165,145,248,218,260,218,1355,251,8,83,747,26,267,26,-0.004290192,0.000146535,0.092527725,-0.00017181,532.1875,1577,10.23962975,-0.000267612,69.625,6.425029755,0.000241651,-0.7578125,20.9609375,1.4,14,6.64,7.6,1,11,0.65,1,-48.74998854|-18.23005382
4777,1,239,4,35.02993402,-115.4999885,United States,59704.09773,1045,0.691127777,-0.078883111,153,129,364,7865,342,-11,353,62,220,264,48,284,36,3,43,104,15,97,93,-0.033533901,0.00011355,0.114925832,6.63E-05,1508.4375,2667,1,0.000195577,103.9375,8.739790916,-1.34E-05,2.8671875,33.4296875,,,,,,,,6,-115.4999885|35.02993402
17188,0,0,0,-4.654177567,55.45606259,Seychelles,15272.71653,12813,0.691137373,0.082692072,242,11,330,670,261,227,34,242,234,253,232,2766,437,102,39,1225,328,686,420,0.0516425,0.000371961,0.232498035,0.000585266,432.75,1882,,0.000305599,188.8125,16.08696556,0.00059207,19.1015625,59.4453125,,,,,,,,1,55.45606259|-4.654177567
17252,0,0,0,20.7409152,56.25001146,Oman,20929.37742,287,0.691888452,-0.173014566,297,134,447,5567,446,145,301,222,311,367,214,56,25,0,144,51,2,7,4,-0.008389185,-1.13E-05,0.013108142,-5.29E-06,97.9375,3549,0.250025481,-5.99E-05,16.5,1.169252634,4.34E-05,-0.3046875,5.5859375,1.13,11,53.97,5.1,1,17,3.51,6,56.25001146|20.7409152
7911,0,0,0,-35.11711172,-71.99998854,Chile,14684.84739,6398,0.692083359,0.673038185,143,90,429,4096,257,47,210,90,201,201,90,819,204,3,107,600,10,10,600,0.146331891,-0.000181676,0.127599537,-0.000142538,211.5,1278,7.934486389,-1.20E-05,115.6875,10.2836113,-0.00030603,-5.3125,34.25,,,,,,,,4,-71.99998854|-35.11711172
13542,0.980285714,392,29,10.34870117,5.250011459,Nigeria,2401.524375,5215,0.692275047,-0.684481025,272,87,462,2086,375,187,189,250,261,309,249,931,205,0,100,605,2,92,582,-0.011230675,6.40E-06,0.010916725,1.57E-06,287.1875,2130,12.33870125,8.64E-06,10.625,0.912275672,-6.75E-07,0.15625,3.0625,,,,,,,,3,5.250011459|10.34870117
22910,0,0,0,-5.723020125,134.4639844,Indonesia,3788.369479,15830,0.693199992,-0.4536452,264,19,459,663,285,243,42,268,264,270,252,2753,373,80,46,1093,264,450,360,-0.005450557,2.60E-05,0.01217386,1.67E-05,54.5,1661,2.009105921,1.06E-05,11.625,0.896285117,3.21E-05,0.8515625,4.3359375,1.29,14,43.94,5.6,0,12,2.96,1,134.4639844|-5.723020125
25337,0,0,0,69.61766143,167.524453,Russia,12285.6585,5516,0.693498671,-0.693500161,-111,37,101,12494,77,-290,367,48,-178,51,-270,179,27,8,42,77,24,66,35,-0.005497749,1.75E-05,0.001916057,2.12E-06,22,295,0,1.89E-05,1.8125,0.158528104,7.30E-07,0.0859375,0.5390625,,,,,,,,9,167.524453|69.61766143
20250,0,0,0,22.03993254,97.50001146,Myanmar,1236.911967,9048,0.693534911,-0.54578048,233,77,345,3165,329,108,222,256,191,263,176,1208,245,6,84,707,19,342,24,-0.0927734,-0.000267529,0.088999651,-8.57E-05,694.625,1598,7.905144691,-0.000245885,92.25,7.719722271,-0.000102945,-6.3515625,27.1640625,,,,,,,,1,97.50001146|22.03993254
13214,0,0,0,7.750632424,0.750011459,Togo,838.0373015,8784,0.694190443,0.533123732,247,68,508,1313,324,190,135,230,250,267,228,1283,209,8,68,610,31,202,576,0.041032758,6.51E-06,0.052048251,-1.59E-05,510.0625,1625,11.88889122,4.86E-07,51.625,4.237720013,-9.85E-06,-0.1875,16.75,1.06,19,59.09,5.7,0,16,3.69,1,0.750011459|7.750632424
14482,0,0,0,45.42161937,18.00001146,Croatia,14586.90322,7325,0.694481254,-0.10541153,108,85,281,7617,266,-37,303,183,8,210,3,851,89,47,18,260,150,254,180,-0.019690642,-0.000142992,0.06090292,-3.71E-05,300.5625,1055,7.526200294,-0.000143692,63.6875,4.826604366,-3.95E-05,-2.171875,23.3125,,,,,,,,4,18.00001146|45.42161937
19865,0,0,0,12.79785883,92.89078841,India,1773.167844,18885,0.694545925,-0.198603809,270,12,356,668,289,254,35,272,264,281,259,2862,490,8,76,1392,29,746,61,-0.014126494,1.02E-06,0.03799871,-5.78E-05,76.1875,1594,7.667536736,-8.25E-05,40.1875,2.956053257,2.61E-05,-1.1328125,13.2421875,1.37,11,19.01,5.6,0,12,1.58,1,92.89078841|12.79785883
1540,0,0,0,-21.22358316,-159.7878292,New Zealand,42063.14918,12790,0.69455111,-0.421734422,234,10,197,1464,261,208,53,247,218,254,214,2444,310,128,32,881,388,769,434,-0.097058736,0.000378332,0.125485569,0.000216333,144.0625,1436,11.40007114,0.000241322,127.4375,10.93535805,0.000335137,10.953125,42.1875,,,,,,,,1,-159.7878292|-21.22358316
21292,0,0,0,38.92685654,111.7500115,China,8599.066028,3518,0.694962442,0.309024692,63,103,245,10746,259,-164,423,195,-98,202,-98,435,113,3,104,329,9,280,9,0.037451524,0.000125137,0.049993638,2.61E-05,1498.5,1335,13.72095585,0.000195138,54.75,4.425870895,-4.61E-05,2.0546875,17.2734375,,,,,,,,6,111.7500115|38.92685654
16217,0,0,0,22.03993254,42.00001146,Saudi Arabia,22792.6257,399,0.695274949,0.227612004,266,129,429,5924,409,109,300,254,325,340,179,122,40,0,114,100,1,3,21,0.000508553,4.50E-06,0.001761028,3.91E-07,1016.25,2975,6.26103878,1.35E-06,2.1875,0.134006888,6.16E-06,0.0859375,0.8984375,,,,,,,,6,42.00001146|22.03993254
19168,0.998222222,898,9,42.82373225,82.50001146,China,8599.066028,7358,0.695351541,-0.51557368,-71,110,297,8693,106,-266,372,38,-168,39,-200,344,63,8,71,181,26,173,26,-0.226946637,-0.000560207,0.285682499,-0.000249903,3757.3125,520,6,-0.00031703,248.25,20.7768383,-0.000395968,-11.1171875,76.2578125,,,,,,,,7,82.50001146|42.82373225
9550,0,0,0,-24.72513889,-49.49998854,Brazil,10016.80197,11442,0.695473075,-0.228929833,192,77,496,2730,260,106,154,223,159,225,151,1352,175,62,31,504,194,465,220,-0.022388183,-3.14E-05,0.048073065,-8.14E-05,711.375,1211,4.637050152,-5.58E-05,48.1875,3.764799833,-5.53E-05,-2.1484375,16.5703125,,,,,,,,1,-49.49998854|-24.72513889
19389,0,0,0,50.61730732,85.50001146,Russia,12285.6585,7032,0.69557339,-0.004969917,-17,102,247,10799,185,-227,412,125,-107,125,-169,372,71,6,71,201,20,201,29,-0.046575315,-0.000415477,0.06051052,-5.18E-05,1556.25,800,1.390937448,-0.00036344,55.6875,4.69427681,-9.36E-05,-4.4296875,15.5234375,,,,,,,,5,85.50001146|50.61730732
20526,0.99890566,2670,24,31.13297134,101.2500115,China,8599.066028,14411,0.695876479,0.642280757,-14,88,333,6058,105,-160,265,65,-97,66,-97,1003,218,3,93,598,9,506,9,0.22010453,-0.000316609,0.243998259,0.000782525,4877.3125,529,5.380695343,-9.94E-05,223.75,17.68770599,0.000602886,10.96875,74.453125,,,,,,,,7,101.2500115|31.13297134
9011,0,0,0,-9.136848605,-56.99998854,Brazil,10016.80197,14358,0.69601804,0.188121513,253,62,579,638,317,210,107,246,257,264,245,2290,357,7,69,1046,28,73,1009,0.003684631,-4.69E-05,0.009086612,-5.10E-06,168.4375,1406,0,-5.71E-06,10.25,0.823747933,-4.63E-05,-1.0234375,3.6640625,1.35,25,27.89,6.6,1,11,2.57,1,-56.99998854|-9.136848605
3750,1,1306,6,57.11170632,-129.7499885,Canada,48579.06446,16380,0.696210921,-0.36448729,-32,59,218,7465,112,-157,269,-13,-54,70,-131,730,102,25,38,289,86,183,235,-0.264722735,-0.000153755,0.222955525,-5.01E-05,1730.9375,626,0,0.000160748,196.5,16.42576599,-0.000262559,-1.9296875,58.6484375,,,,,,,,5,-129.7499885|57.11170632
21238,0,0,0,40.22582068,111.0000115,China,8599.066028,2502,0.69661206,-0.392792404,83,111,244,11724,297,-157,454,225,-90,235,-90,359,91,2,100,272,8,221,8,-0.002070913,-1.66E-06,0.003073243,4.87E-06,1025.125,1442,12.24172211,2.96E-06,3.5625,0.245712563,2.45E-07,0.078125,1.203125,,,,,,,,6,111.0000115|40.22582068
5549,0,0,0,58.41054921,-104.9999885,Canada,48579.06446,6492,0.697107792,-0.288355738,-29,84,177,13584,208,-268,475,145,-149,147,-222,487,83,19,55,233,59,232,67,-0.004298539,-4.71E-05,0.006497738,-6.00E-06,443.5,716,0,-4.90E-05,6.3125,0.507373095,-4.01E-06,-0.3828125,1.9296875,,,,,,,,9,-104.9999885|58.41054921
21012,0,0,0,19.12462825,108.6427314,China,8599.066028,,0.697257936,-0.547906995,251,21,177,3397,300,181,119,281,200,291,200,968,212,8,87,574,27,410,27,-0.002459224,-7.15E-06,0.002676309,-6.46E-06,0.8125,,27.21265602,-1.29E-05,3.125,0.215562627,2.31E-06,-0.2578125,0.8046875,,,,,,,,1,108.6427314|19.12462825
8191,0.915142857,835,154,-15.63200362,-68.24998854,Bolivia,2991.713275,8327,0.697503567,-0.31759584,198,70,565,1465,249,124,125,212,173,213,173,1226,210,21,62,596,67,472,67,-0.189862818,-0.000835116,0.296292722,-0.000466691,1328.5,1491,4.162810802,-0.000760038,285.625,22.19891357,-0.000382087,-24.9296875,87.5859375,1.25,20,26.44,5.2,1,13,2.32,1,-68.24998854|-15.63200362
8141,0,0,0,-3.94070435,-68.99998854,Brazil,10016.80197,20408,0.697515547,-0.056025095,251,45,661,389,286,219,68,252,247,256,243,2719,302,138,26,896,418,670,460,-0.00108051,2.53E-05,0.00752852,6.67E-06,103.375,1215,1.025639772,2.14E-05,8.25,0.614579678,1.06E-05,0.640625,2.625,,,,,,,,1,-68.99998854|-3.94070435
19284,0,0,0,61.00818728,84.00001146,Russia,12285.6585,9429,0.698085368,0.202730313,-24,74,153,13750,225,-254,480,154,-129,168,-214,581,78,23,38,232,69,217,102,0.00471335,-2.13E-05,0.012384546,8.89E-06,126.625,631,0,-2.77E-05,9.3125,0.86143446,1.53E-05,0.078125,3.15625,1.3,43,19.45,4.9,0,12,1.74,9,84.00001146|61.00818728
5706,1,379,7,41.52477935,-102.7499885,United States,59704.09773,2650,0.698195338,0.622152627,107,118,309,9243,315,-66,381,190,-13,239,-13,385,66,8,63,197,25,129,25,0.006199882,-2.76E-05,0.005267235,-1.09E-05,1082.6875,1645,8.774971962,-2.46E-05,6.625,0.434660316,-1.38E-05,-0.53125,1.75,,,,,,,,6,-102.7499885|41.52477935
15884,0,0,0,6.451596612,37.50001146,Ethiopia,673.2230294,5767,0.698664904,-0.686487615,204,78,593,1017,280,148,132,202,209,223,192,806,109,22,43,325,74,156,241,-0.064546049,-2.43E-05,0.067683466,-2.08E-05,1469.5,1938,6.392163277,-5.87E-05,61.125,5.424303532,1.44E-05,-0.8984375,17.3515625,,,,,,,,1,37.50001146|6.451596612
16010,0,0,0,50.61730732,39.00001146,Russia,12285.6585,5584,0.698739529,-0.225065008,71,78,219,10027,259,-97,355,203,-28,203,-64,583,70,30,25,204,95,204,113,-0.005669511,2.64E-05,0.014461839,5.02E-05,209.4375,968,15.43007374,5.10E-05,12.625,1.212295651,2.55E-05,1.2265625,4.0703125,,,,,,,,6,39.00001146|50.61730732
19214,0,0,0,20.7409152,83.25001146,India,1773.167844,6600,0.699082673,0.581420481,271,91,355,3951,402,147,255,274,218,336,212,1382,399,4,123,1149,21,73,26,0.009433402,-1.24E-05,0.01043232,1.02E-05,218.375,2078,15.34699059,-1.05E-05,10.125,0.850093961,8.28E-06,-0.015625,3.28125,,,,,,,,2,83.25001146|20.7409152
4842,0,0,0,62.47471978,-114.438901,Canada,48579.06446,4426,0.699454904,0.415507466,-42,65,137,14438,198,-274,472,147,-94,147,-236,292,43,12,41,123,38,99,50,0.008796166,-2.79E-05,0.006762928,1.14E-05,203.0625,650,34.4898262,-1.93E-05,6.1875,0.549003065,2.74E-06,0.109375,2.015625,,,,,,,,9,-114.438901|62.47471978
